id,task_id,user_id,action,field_changed,old_value,new_value,comment,created_at
"b08a0eba-31b4-4af4-8ac4-2163de5d1e7a","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: first","2025-08-24 01:54:45.570071+05:30"
"268fa723-82a3-48c1-b099-fd5f34204520","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 01:55:10.640085+05:30"
"a47b7ce4-9435-407b-803c-09628bb1c003","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","in_review",,"2025-08-24 01:56:06.584662+05:30"
"3e227075-b2b0-47a4-b253-8adac14eb8a0","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","in_progress",,"2025-08-24 02:02:36.815961+05:30"
"b833bd47-8fa6-47c8-b6fe-78a8bb6f2411","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 02:02:39.848013+05:30"
"f88d6c52-6fe8-43fc-a63d-df0c9ee043ac","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 02:03:01.39246+05:30"
"0979951c-4408-4ee7-8c38-e1f5cf106bd7","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","done",,"2025-08-24 02:03:10.659166+05:30"
"458be13d-9e77-469a-a567-9e456686bee8","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_review",,"2025-08-24 02:21:49.405798+05:30"
"e9fc48a7-af00-4de5-839b-33e136a7198a","199bf0e2-7d8e-4968-b769-cf6e8a21619b","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 02:21:50.195237+05:30"
"a5eb7265-2130-439e-ac2c-6aeefd402f4d","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: task 1","2025-08-24 09:35:18.086823+05:30"
"3979b5f6-26fb-4d23-bec5-bb9a700b3e1a","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 09:35:27.403987+05:30"
"b5c33434-f111-409f-a743-ed7e7b464c0f","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","in_review",,"2025-08-24 09:35:28.614947+05:30"
"e0b92ba4-d31c-412e-a966-550f29d73b13","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 09:35:30.388445+05:30"
"11a69a26-d4b6-4e63-a587-aa0d8d536013","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_progress",,"2025-08-24 09:35:31.806809+05:30"
"fff321ee-7cef-4710-ac5f-8c804afda82e","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 09:36:23.351463+05:30"
"d8879512-4b10-426d-96ee-19b29894fe75","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: task 2","2025-08-24 09:36:46.939658+05:30"
"20d50643-04a8-48e0-b9c0-52eca53cce17","180990cd-b534-4216-953a-153fa52e3030","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: task3","2025-08-24 09:37:30.634328+05:30"
"0ab6bc74-455b-47ec-8b49-e6f830dfb569","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: dafkj","2025-08-24 09:37:47.213045+05:30"
"50872538-17c8-4fad-ac23-9cd5908146de","80811692-3145-4557-8d74-a151d2d0e7a5","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: htaa","2025-08-24 09:38:04.626055+05:30"
"7c49850d-3ae9-4b23-93e3-dcee164d497c","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: ifsgd","2025-08-24 09:38:21.690136+05:30"
"f07dcbf4-9b9a-406c-8be1-94e1ac9b281a","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 09:38:30.950838+05:30"
"32a4458a-4805-400c-809c-0bec01bbec4f","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_review",,"2025-08-24 09:38:35.534388+05:30"
"e7e8e76c-886b-426a-95db-7c02604fb5d3","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 09:39:10.971323+05:30"
"110beec1-1db0-4a3c-ab92-4b4fdc2eb8f7","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:03:29.009743+05:30"
"6bae534a-3378-484a-b5a2-3bb24e8a695b","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","todo",,"2025-08-24 10:03:33.603027+05:30"
"62f40757-0db2-4424-9f5d-4249551f0bac","80811692-3145-4557-8d74-a151d2d0e7a5","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:03:36.961284+05:30"
"db1012fc-fdf0-4e85-a618-2309781ba26f","180990cd-b534-4216-953a-153fa52e3030","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","done",,"2025-08-24 10:03:38.366157+05:30"
"6eba30e7-1ff6-4443-bbff-2b67bc57ff3e","80811692-3145-4557-8d74-a151d2d0e7a5","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:03:41.646325+05:30"
"896860b1-7ef7-4256-a13d-7019ff05cd43","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:03:45.204736+05:30"
"c44752c3-869c-46bc-88e0-d3c9979b4dc7","89390ffc-7681-4380-9adf-2396d41c3f38","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: 0","2025-08-24 10:06:32.320279+05:30"
"176450ab-a907-4437-8a87-8e581299bb0e","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:06:37.149694+05:30"
"94394abf-e587-4824-99b2-5de4a4e4db56","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_review",,"2025-08-24 10:06:38.149933+05:30"
"4cc4acf4-b845-4cb3-bd97-f0245a5c2348","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:06:39.915652+05:30"
"04c58ebd-2f6e-4675-94c3-0bdabf043771","d52f1cc7-db95-42ae-a514-3307b7d4c7cf","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: new","2025-08-24 10:06:47.783892+05:30"
"aac902e3-563c-4f2e-a025-c27c60437154","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:07:54.456544+05:30"
"1be1ac92-a89b-418d-80f6-9dd744b6cd26","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","done",,"2025-08-24 10:07:56.627887+05:30"
"8b737477-5f95-4447-8a1d-5e7cc9a20d87","96808225-b8ac-4a08-b995-1fa2523b9dc6","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:16:02.805893+05:30"
"b885468e-c2e7-4834-86f6-ae5b2b716b57","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:16:03.703655+05:30"
"93b1882d-bd29-4b02-ae12-98bc4c3a8256","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","todo",,"2025-08-24 10:16:06.896168+05:30"
"0ed1065d-e612-49b6-97d1-f13ba0a20ac8","80811692-3145-4557-8d74-a151d2d0e7a5","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:16:08.91112+05:30"
"5869ea3f-9fef-4f39-956d-a2135d5e1810","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:16:11.139576+05:30"
"038fc45f-b000-4e4a-a7e3-6781de7c0883","66575c54-e22b-46f4-a63f-80915f562b68","550e8400-e29b-41d4-a716-446655440020","created",,,,"Created task: ui","2025-08-24 10:16:32.166553+05:30"
"95002161-8d95-4e40-a867-295f92712b0d","89390ffc-7681-4380-9adf-2396d41c3f38","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_review",,"2025-08-24 10:16:38.712694+05:30"
"2e001eac-0705-4ccd-b2e7-09d179c86df0","89390ffc-7681-4380-9adf-2396d41c3f38","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:16:43.859407+05:30"
"56ef69b3-1957-43a6-ac2b-5907b4817265","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","in_review",,"2025-08-24 10:16:44.94022+05:30"
"05307cbd-24ed-4fcf-8489-5d6c34880693","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:16:46.969004+05:30"
"6e21c9f5-f817-4a4b-94ad-abb10e908853","d52f1cc7-db95-42ae-a514-3307b7d4c7cf","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_review",,"2025-08-24 10:16:48.022757+05:30"
"f5be33de-b9fb-4e1d-82c8-2b59fc47ebeb","80811692-3145-4557-8d74-a151d2d0e7a5","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:31:00.460065+05:30"
"d9586b4a-313c-4e1d-9c9a-7321e444770d","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:31:01.580259+05:30"
"046120a1-0ec3-434b-b612-db538437a2f6","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","todo",,"2025-08-24 10:31:03.138156+05:30"
"ae815a24-cdce-4137-9e66-203b1047f085","66575c54-e22b-46f4-a63f-80915f562b68","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:31:06.23785+05:30"
"3d1c36b9-6703-4b5a-b540-526d034a3e9a","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_review",,"2025-08-24 10:31:08.286082+05:30"
"76591eef-983b-49d8-8102-bcbf0b4eeeed","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:31:09.415839+05:30"
"c7451d59-b5e7-4e5f-90b3-4154886fdc29","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","done",,"2025-08-24 10:31:12.764587+05:30"
"27f721ef-daa2-49ce-8dc2-7f84eeb05fed","180990cd-b534-4216-953a-153fa52e3030","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_progress",,"2025-08-24 10:31:14.625174+05:30"
"351d4c54-fe16-4fe6-80f4-f00c5b0bee12","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_review",,"2025-08-24 10:31:30.664425+05:30"
"adc8bc7c-845c-482b-9928-1d7808524ea1","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","in_progress",,"2025-08-24 10:31:33.218359+05:30"
"f7255f54-18df-416b-b25b-1bde1338b13a","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","in_review",,"2025-08-24 10:31:34.504842+05:30"
"bd97e33d-80c7-4e19-8ef6-60babb9b8f65","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:31:35.850317+05:30"
"06a8cdd9-80d5-425d-bd55-bbe22101d84a","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_review",,"2025-08-24 10:31:38.539188+05:30"
"bd9a8a8f-0c90-4103-9b42-086f21826cc9","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_progress",,"2025-08-24 10:31:42.745889+05:30"
"4d9e768d-8972-4381-a504-3dcc3f32a3e6","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:31:46.172993+05:30"
"ae051f2d-297f-4a11-9113-ccd0b596a2e5","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_review",,"2025-08-24 10:31:52.887475+05:30"
"a3a38968-1174-425d-9d9a-369e38203046","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:31:54.084587+05:30"
"276405f6-5b48-4d7b-b94b-2e019258451f","180990cd-b534-4216-953a-153fa52e3030","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","in_review",,"2025-08-24 10:31:56.156408+05:30"
"2d840b4e-bc94-4513-9f27-cd152e19c18a","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","done","in_progress",,"2025-08-24 10:32:26.967291+05:30"
"ef583b84-7881-45cb-b01d-00e6bb73928c","a874db74-a981-49de-8066-7c13280d5dda","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:37:22.328929+05:30"
"a37cac7c-a1b7-43e8-bb14-0b181d070f4c","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_progress","todo",,"2025-08-24 10:37:23.281383+05:30"
"2b442244-13b0-4fe1-8fff-06cf5c3d8d34","80811692-3145-4557-8d74-a151d2d0e7a5","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:37:25.080697+05:30"
"d2740f6b-4306-4e66-98c3-06d5933b09f5","6df975a8-f72b-42d7-b732-5d6de3a9b89c","550e8400-e29b-41d4-a716-446655440020","status_changed","status","todo","in_progress",,"2025-08-24 10:37:26.703158+05:30"
"235d8ff4-165c-43d8-8b28-395d89c97aaf","e89dbb9b-c9b1-4da4-b012-731344cb7ff3","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:37:38.261936+05:30"
"d60f2d79-ab90-4b0d-8f47-1ed03963cbd4","180990cd-b534-4216-953a-153fa52e3030","550e8400-e29b-41d4-a716-446655440020","status_changed","status","in_review","done",,"2025-08-24 10:38:48.618343+05:30"
